#file-version:0.1
#Dict{String,Any}(Pair{String,Any}("estimation-args", Dict{String,Any}(Pair{String,Any}("delta_ball", 0.015),Pair{String,Any}("num-per-dim", 0x0000000000000065),Pair{String,Any}("delta_t", 0.06),Pair{String,Any}("bounds", [0.0 2.0; 0.0 3.0]))),Pair{String,Any}("model-params", Dict{String,Any}(Pair{String,Any}("u+", 0.5),Pair{String,Any}("u-", -0.5))),Pair{String,Any}("model", "consum"),Pair{String,Any}("dimension", 2))
[0.9, 1.44]; 1
[0.92, 1.44]; 1
[0.94, 1.44]; 1
[0.96, 1.44]; 1
[0.98, 1.44]; 1
[1.0, 1.44]; 1
[1.02, 1.44]; 1
[1.04, 1.44]; 1
[1.06, 1.44]; 1
[1.08, 1.44]; 1
[1.1, 1.44]; 1
[1.12, 1.44]; 1
[1.14, 1.44]; 1
[1.16, 1.44]; 1
[1.18, 1.44]; 1
[1.2, 1.44]; 1
[1.22, 1.44]; 1
[1.24, 1.44]; 1
[1.26, 1.44]; 1
[1.28, 1.44]; 1
[1.3, 1.44]; 1
[1.32, 1.44]; 1
[1.34, 1.44]; 1
[1.36, 1.44]; 1
[1.38, 1.44]; 1
[1.4, 1.44]; 1
[1.42, 1.44]; 1
[1.44, 1.44]; 1
[1.46, 1.44]; 1
[1.48, 1.44]; 1
[1.5, 1.44]; 1
[1.52, 1.44]; 1
[1.54, 1.44]; 1
[1.56, 1.44]; 1
[1.58, 1.44]; 1
[1.6, 1.44]; 1
[1.62, 1.44]; 1
[1.64, 1.44]; 1
[1.66, 1.44]; 1
[1.68, 1.44]; 1
[1.7, 1.44]; 1
[1.72, 1.44]; 1
[1.74, 1.44]; 1
[1.76, 1.44]; 1
[1.78, 1.44]; 1
[1.8, 1.44]; 1
[1.82, 1.44]; 0
[1.84, 1.44]; 0
[1.86, 1.44]; 0
[1.88, 1.44]; 0
[1.9, 1.44]; 0
[1.92, 1.44]; 0
[1.94, 1.44]; 0
[1.96, 1.44]; 0
[1.98, 1.44]; 0
[2.0, 1.44]; 0
[0.0, 1.47]; 0
[0.02, 1.47]; 0
[0.04, 1.47]; 0
[0.06, 1.47]; 0
[0.08, 1.47]; 0
[0.1, 1.47]; 0
[0.12, 1.47]; 0
[0.14, 1.47]; 0
[0.16, 1.47]; 0
[0.18, 1.47]; 0
[0.2, 1.47]; 0
[0.22, 1.47]; 0
[0.24, 1.47]; 0
[0.26, 1.47]; 0
[0.28, 1.47]; 0
[0.3, 1.47]; 0
[0.32, 1.47]; 0
[0.34, 1.47]; 0
[0.36, 1.47]; 0
[0.38, 1.47]; 0
[0.4, 1.47]; 0
[0.42, 1.47]; 0
[0.44, 1.47]; 0
[0.46, 1.47]; 0
[0.48, 1.47]; 0
[0.5, 1.47]; 0
[0.52, 1.47]; 0
[0.54, 1.47]; 0
[0.56, 1.47]; 0
[0.58, 1.47]; 0
[0.6, 1.47]; 0
[0.62, 1.47]; 0
[0.64, 1.47]; 0
[0.66, 1.47]; 0
[0.68, 1.47]; 0
[0.7, 1.47]; 0
[0.72, 1.47]; 0
[0.74, 1.47]; 0
[0.76, 1.47]; 0
[0.78, 1.47]; 0
[0.8, 1.47]; 0
[0.82, 1.47]; 0
[0.84, 1.47]; 0
[0.86, 1.47]; 1
[0.88, 1.47]; 1
[0.9, 1.47]; 1
[0.92, 1.47]; 1
[0.94, 1.47]; 1
[0.96, 1.47]; 1
[0.98, 1.47]; 1
[1.0, 1.47]; 1
[1.02, 1.47]; 1
[1.04, 1.47]; 1
[1.06, 1.47]; 1
[1.08, 1.47]; 1
[1.1, 1.47]; 1
[1.12, 1.47]; 1
[1.14, 1.47]; 1
[1.16, 1.47]; 1
[1.18, 1.47]; 1
[1.2, 1.47]; 1
[1.22, 1.47]; 1
[1.24, 1.47]; 1
[1.26, 1.47]; 1
[1.28, 1.47]; 1
[1.3, 1.47]; 1
[1.32, 1.47]; 1
[1.34, 1.47]; 1
[1.36, 1.47]; 1
[1.38, 1.47]; 1
[1.4, 1.47]; 1
[1.42, 1.47]; 1
[1.44, 1.47]; 1
[1.46, 1.47]; 1
[1.48, 1.47]; 1
[1.5, 1.47]; 1
[1.52, 1.47]; 1
[1.54, 1.47]; 1
[1.56, 1.47]; 1
[1.58, 1.47]; 1
[1.6, 1.47]; 1
[1.62, 1.47]; 1
[1.64, 1.47]; 1
[1.66, 1.47]; 1
[1.68, 1.47]; 1
[1.7, 1.47]; 1
[1.72, 1.47]; 1
[1.74, 1.47]; 1
[1.76, 1.47]; 1
[1.78, 1.47]; 1
[1.8, 1.47]; 1
[1.82, 1.47]; 1
[1.84, 1.47]; 0
[1.86, 1.47]; 0
[1.88, 1.47]; 0
[1.9, 1.47]; 0
[1.92, 1.47]; 0
[1.94, 1.47]; 0
[1.96, 1.47]; 0
[1.98, 1.47]; 0
[2.0, 1.47]; 0
[0.0, 1.5]; 0
[0.02, 1.5]; 0
[0.04, 1.5]; 0
[0.06, 1.5]; 0
[0.08, 1.5]; 0
[0.1, 1.5]; 0
[0.12, 1.5]; 0
[0.14, 1.5]; 0
[0.16, 1.5]; 0
[0.18, 1.5]; 0
[0.2, 1.5]; 0
[0.22, 1.5]; 0
[0.24, 1.5]; 0
[0.26, 1.5]; 0
[0.28, 1.5]; 0
[0.3, 1.5]; 0
[0.32, 1.5]; 0
[0.34, 1.5]; 0
[0.36, 1.5]; 0
[0.38, 1.5]; 0
[0.4, 1.5]; 0
[0.42, 1.5]; 0
[0.44, 1.5]; 0
[0.46, 1.5]; 0
[0.48, 1.5]; 0
[0.5, 1.5]; 0
[0.52, 1.5]; 0
[0.54, 1.5]; 0
[0.56, 1.5]; 0
[0.58, 1.5]; 0
[0.6, 1.5]; 0
[0.62, 1.5]; 0
[0.64, 1.5]; 0
[0.66, 1.5]; 0
[0.68, 1.5]; 0
[0.7, 1.5]; 0
[0.72, 1.5]; 0
[0.74, 1.5]; 0
[0.76, 1.5]; 0
[0.78, 1.5]; 0
[0.8, 1.5]; 0
[0.82, 1.5]; 0
[0.84, 1.5]; 0
[0.86, 1.5]; 0
[0.88, 1.5]; 1
[0.9, 1.5]; 1
[0.92, 1.5]; 1
[0.94, 1.5]; 1
[0.96, 1.5]; 1
[0.98, 1.5]; 1
[1.0, 1.5]; 1
[1.02, 1.5]; 1
[1.04, 1.5]; 1
[1.06, 1.5]; 1
[1.08, 1.5]; 1
[1.1, 1.5]; 1
[1.12, 1.5]; 1
[1.14, 1.5]; 1
[1.16, 1.5]; 1
[1.18, 1.5]; 1
[1.2, 1.5]; 1
[1.22, 1.5]; 1
[1.24, 1.5]; 1
[1.26, 1.5]; 1
[1.28, 1.5]; 1
[1.3, 1.5]; 1
[1.32, 1.5]; 1
[1.34, 1.5]; 1
[1.36, 1.5]; 1
[1.38, 1.5]; 1
[1.4, 1.5]; 1
[1.42, 1.5]; 1
[1.44, 1.5]; 1
[1.46, 1.5]; 1
[1.48, 1.5]; 1
[1.5, 1.5]; 1
[1.52, 1.5]; 1
[1.54, 1.5]; 1
[1.56, 1.5]; 1
[1.58, 1.5]; 1
[1.6, 1.5]; 1
[1.62, 1.5]; 1
[1.64, 1.5]; 1
[1.66, 1.5]; 1
[1.68, 1.5]; 1
[1.7, 1.5]; 1
[1.72, 1.5]; 1
[1.74, 1.5]; 1
[1.76, 1.5]; 1
[1.78, 1.5]; 1
[1.8, 1.5]; 1
[1.82, 1.5]; 1
[1.84, 1.5]; 0
[1.86, 1.5]; 0
[1.88, 1.5]; 0
[1.9, 1.5]; 0
[1.92, 1.5]; 0
[1.94, 1.5]; 0
[1.96, 1.5]; 0
[1.98, 1.5]; 0
[2.0, 1.5]; 0
[0.0, 1.53]; 0
[0.02, 1.53]; 0
[0.04, 1.53]; 0
[0.06, 1.53]; 0
[0.08, 1.53]; 0
[0.1, 1.53]; 0
[0.12, 1.53]; 0
[0.14, 1.53]; 0
[0.16, 1.53]; 0
[0.18, 1.53]; 0
[0.2, 1.53]; 0
[0.22, 1.53]; 0
[0.24, 1.53]; 0
[0.26, 1.53]; 0
[0.28, 1.53]; 0
[0.3, 1.53]; 0
[0.32, 1.53]; 0
[0.34, 1.53]; 0
[0.36, 1.53]; 0
[0.38, 1.53]; 0
[0.4, 1.53]; 0
[0.42, 1.53]; 0
[0.44, 1.53]; 0
[0.46, 1.53]; 0
[0.48, 1.53]; 0
[0.5, 1.53]; 0
[0.52, 1.53]; 0
[0.54, 1.53]; 0
[0.56, 1.53]; 0
[0.58, 1.53]; 0
[0.6, 1.53]; 0
[0.62, 1.53]; 0
[0.64, 1.53]; 0
[0.66, 1.53]; 0
[0.68, 1.53]; 0
[0.7, 1.53]; 0
[0.72, 1.53]; 0
[0.74, 1.53]; 0
[0.76, 1.53]; 0
[0.78, 1.53]; 0
[0.8, 1.53]; 0
[0.82, 1.53]; 0
[0.84, 1.53]; 0
[0.86, 1.53]; 0
[0.88, 1.53]; 0
[0.9, 1.53]; 0
[0.92, 1.53]; 1
[0.94, 1.53]; 1
[0.96, 1.53]; 1
[0.98, 1.53]; 1
[1.0, 1.53]; 1
[1.02, 1.53]; 1
[1.04, 1.53]; 1
[1.06, 1.53]; 1
[1.08, 1.53]; 1
[1.1, 1.53]; 1
[1.12, 1.53]; 1
[1.14, 1.53]; 1
[1.16, 1.53]; 1
[1.18, 1.53]; 1
[1.2, 1.53]; 1
[1.22, 1.53]; 1
[1.24, 1.53]; 1
[1.26, 1.53]; 1
[1.28, 1.53]; 1
[1.3, 1.53]; 1
[1.32, 1.53]; 1
[1.34, 1.53]; 1
[1.36, 1.53]; 1
[1.38, 1.53]; 1
[1.4, 1.53]; 1
[1.42, 1.53]; 1
[1.44, 1.53]; 1
[1.46, 1.53]; 1
[1.48, 1.53]; 1
[1.5, 1.53]; 1
[1.52, 1.53]; 1
[1.54, 1.53]; 1
[1.56, 1.53]; 1
[1.58, 1.53]; 1
[1.6, 1.53]; 1
[1.62, 1.53]; 1
[1.64, 1.53]; 1
[1.66, 1.53]; 1
[1.68, 1.53]; 1
[1.7, 1.53]; 1
[1.72, 1.53]; 1
[1.74, 1.53]; 1
[1.76, 1.53]; 1
[1.78, 1.53]; 1
[1.8, 1.53]; 1
[1.82, 1.53]; 1
[1.84, 1.53]; 1
[1.86, 1.53]; 0
[1.88, 1.53]; 0
[1.9, 1.53]; 0
[1.92, 1.53]; 0
[1.94, 1.53]; 0
[1.96, 1.53]; 0
[1.98, 1.53]; 0
[2.0, 1.53]; 0
[0.0, 1.56]; 0
[0.02, 1.56]; 0
[0.04, 1.56]; 0
[0.06, 1.56]; 0
[0.08, 1.56]; 0
[0.1, 1.56]; 0
[0.12, 1.56]; 0
[0.14, 1.56]; 0
[0.16, 1.56]; 0
[0.18, 1.56]; 0
[0.2, 1.56]; 0
[0.22, 1.56]; 0
[0.24, 1.56]; 0
[0.26, 1.56]; 0
[0.28, 1.56]; 0
[0.3, 1.56]; 0
[0.32, 1.56]; 0
[0.34, 1.56]; 0
[0.36, 1.56]; 0
[0.38, 1.56]; 0
[0.4, 1.56]; 0
[0.42, 1.56]; 0
[0.44, 1.56]; 0
[0.46, 1.56]; 0
[0.48, 1.56]; 0
[0.5, 1.56]; 0
[0.52, 1.56]; 0
[0.54, 1.56]; 0
[0.56, 1.56]; 0
[0.58, 1.56]; 0
[0.6, 1.56]; 0
[0.62, 1.56]; 0
[0.64, 1.56]; 0
[0.66, 1.56]; 0
[0.68, 1.56]; 0
[0.7, 1.56]; 0
[0.72, 1.56]; 0
[0.74, 1.56]; 0
[0.76, 1.56]; 0
[0.78, 1.56]; 0
[0.8, 1.56]; 0
[0.82, 1.56]; 0
[0.84, 1.56]; 0
[0.86, 1.56]; 0
[0.88, 1.56]; 0
[0.9, 1.56]; 0
[0.92, 1.56]; 0
[0.94, 1.56]; 1
[0.96, 1.56]; 1
[0.98, 1.56]; 1
[1.0, 1.56]; 1
[1.02, 1.56]; 1
[1.04, 1.56]; 1
[1.06, 1.56]; 1
[1.08, 1.56]; 1
[1.1, 1.56]; 1
[1.12, 1.56]; 1
[1.14, 1.56]; 1
[1.16, 1.56]; 1
[1.18, 1.56]; 1
[1.2, 1.56]; 1
[1.22, 1.56]; 1
[1.24, 1.56]; 1
[1.26, 1.56]; 1
[1.28, 1.56]; 1
[1.3, 1.56]; 1
[1.32, 1.56]; 1
[1.34, 1.56]; 1
[1.36, 1.56]; 1
[1.38, 1.56]; 1
[1.4, 1.56]; 1
[1.42, 1.56]; 1
[1.44, 1.56]; 1
[1.46, 1.56]; 1
[1.48, 1.56]; 1
[1.5, 1.56]; 1
[1.52, 1.56]; 1
[1.54, 1.56]; 1
[1.56, 1.56]; 1
[1.58, 1.56]; 1
[1.6, 1.56]; 1
[1.62, 1.56]; 1
[1.64, 1.56]; 1
[1.66, 1.56]; 1
[1.68, 1.56]; 1
[1.7, 1.56]; 1
[1.72, 1.56]; 1
[1.74, 1.56]; 1
[1.76, 1.56]; 1
[1.78, 1.56]; 1
[1.8, 1.56]; 1
[1.82, 1.56]; 1
[1.84, 1.56]; 1
[1.86, 1.56]; 1
[1.88, 1.56]; 0
[1.9, 1.56]; 0
[1.92, 1.56]; 0
[1.94, 1.56]; 0
[1.96, 1.56]; 0
[1.98, 1.56]; 0
[2.0, 1.56]; 0
[0.0, 1.59]; 0
[0.02, 1.59]; 0
[0.04, 1.59]; 0
[0.06, 1.59]; 0
[0.08, 1.59]; 0
[0.1, 1.59]; 0
[0.12, 1.59]; 0
[0.14, 1.59]; 0
[0.16, 1.59]; 0
[0.18, 1.59]; 0
[0.2, 1.59]; 0
[0.22, 1.59]; 0
[0.24, 1.59]; 0
[0.26, 1.59]; 0
[0.28, 1.59]; 0
[0.3, 1.59]; 0
[0.32, 1.59]; 0
[0.34, 1.59]; 0
[0.36, 1.59]; 0
[0.38, 1.59]; 0
[0.4, 1.59]; 0
[0.42, 1.59]; 0
[0.44, 1.59]; 0
[0.46, 1.59]; 0
[0.48, 1.59]; 0
[0.5, 1.59]; 0
[0.52, 1.59]; 0
[0.54, 1.59]; 0
[0.56, 1.59]; 0
[0.58, 1.59]; 0
[0.6, 1.59]; 0
[0.62, 1.59]; 0
[0.64, 1.59]; 0
[0.66, 1.59]; 0
[0.68, 1.59]; 0
[0.7, 1.59]; 0
[0.72, 1.59]; 0
[0.74, 1.59]; 0
[0.76, 1.59]; 0
[0.78, 1.59]; 0
[0.8, 1.59]; 0
[0.82, 1.59]; 0
[0.84, 1.59]; 0
[0.86, 1.59]; 0
[0.88, 1.59]; 0
[0.9, 1.59]; 0
[0.92, 1.59]; 0
[0.94, 1.59]; 0
[0.96, 1.59]; 1
[0.98, 1.59]; 1
[1.0, 1.59]; 1
[1.02, 1.59]; 1
[1.04, 1.59]; 1
[1.06, 1.59]; 1
[1.08, 1.59]; 1
[1.1, 1.59]; 1
[1.12, 1.59]; 1
[1.14, 1.59]; 1
[1.16, 1.59]; 1
[1.18, 1.59]; 1
[1.2, 1.59]; 1
[1.22, 1.59]; 1
[1.24, 1.59]; 1
[1.26, 1.59]; 1
[1.28, 1.59]; 1
[1.3, 1.59]; 1
[1.32, 1.59]; 1
[1.34, 1.59]; 1
[1.36, 1.59]; 1
[1.38, 1.59]; 1
[1.4, 1.59]; 1
[1.42, 1.59]; 1
[1.44, 1.59]; 1
[1.46, 1.59]; 1
[1.48, 1.59]; 1
[1.5, 1.59]; 1
[1.52, 1.59]; 1
[1.54, 1.59]; 1
[1.56, 1.59]; 1
[1.58, 1.59]; 1
[1.6, 1.59]; 1
[1.62, 1.59]; 1
[1.64, 1.59]; 1
[1.66, 1.59]; 1
[1.68, 1.59]; 1
[1.7, 1.59]; 1
[1.72, 1.59]; 1
[1.74, 1.59]; 1
[1.76, 1.59]; 1
[1.78, 1.59]; 1
[1.8, 1.59]; 1
[1.82, 1.59]; 1
[1.84, 1.59]; 1
[1.86, 1.59]; 1
[1.88, 1.59]; 1
[1.9, 1.59]; 0
[1.92, 1.59]; 0
[1.94, 1.59]; 0
[1.96, 1.59]; 0
[1.98, 1.59]; 0
[2.0, 1.59]; 0
[0.0, 1.62]; 0
[0.02, 1.62]; 0
[0.04, 1.62]; 0
[0.06, 1.62]; 0
[0.08, 1.62]; 0
[0.1, 1.62]; 0
[0.12, 1.62]; 0
[0.14, 1.62]; 0
[0.16, 1.62]; 0
[0.18, 1.62]; 0
[0.2, 1.62]; 0
[0.22, 1.62]; 0
[0.24, 1.62]; 0
[0.26, 1.62]; 0
[0.28, 1.62]; 0
[0.3, 1.62]; 0
[0.32, 1.62]; 0
[0.34, 1.62]; 0
[0.36, 1.62]; 0
[0.38, 1.62]; 0
[0.4, 1.62]; 0
[0.42, 1.62]; 0
[0.44, 1.62]; 0
[0.46, 1.62]; 0
[0.48, 1.62]; 0
[0.5, 1.62]; 0
[0.52, 1.62]; 0
[0.54, 1.62]; 0
[0.56, 1.62]; 0
[0.58, 1.62]; 0
[0.6, 1.62]; 0
[0.62, 1.62]; 0
[0.64, 1.62]; 0
[0.66, 1.62]; 0
[0.68, 1.62]; 0
[0.7, 1.62]; 0
[0.72, 1.62]; 0
[0.74, 1.62]; 0
[0.76, 1.62]; 0
[0.78, 1.62]; 0
[0.8, 1.62]; 0
[0.82, 1.62]; 0
[0.84, 1.62]; 0
[0.86, 1.62]; 0
[0.88, 1.62]; 0
[0.9, 1.62]; 0
[0.92, 1.62]; 0
[0.94, 1.62]; 0
[0.96, 1.62]; 0
[0.98, 1.62]; 1
[1.0, 1.62]; 1
[1.02, 1.62]; 1
[1.04, 1.62]; 1
[1.06, 1.62]; 1
[1.08, 1.62]; 1
[1.1, 1.62]; 1
[1.12, 1.62]; 1
[1.14, 1.62]; 1
[1.16, 1.62]; 1
[1.18, 1.62]; 1
[1.2, 1.62]; 1
[1.22, 1.62]; 1
[1.24, 1.62]; 1
[1.26, 1.62]; 1
[1.28, 1.62]; 1
[1.3, 1.62]; 1
[1.32, 1.62]; 1
[1.34, 1.62]; 1
[1.36, 1.62]; 1
[1.38, 1.62]; 1
[1.4, 1.62]; 1
[1.42, 1.62]; 1
[1.44, 1.62]; 1
[1.46, 1.62]; 1
[1.48, 1.62]; 1
[1.5, 1.62]; 1
[1.52, 1.62]; 1
[1.54, 1.62]; 1
[1.56, 1.62]; 1
[1.58, 1.62]; 1
[1.6, 1.62]; 1
[1.62, 1.62]; 1
[1.64, 1.62]; 1
[1.66, 1.62]; 1
[1.68, 1.62]; 1
[1.7, 1.62]; 1
[1.72, 1.62]; 1
[1.74, 1.62]; 1
[1.76, 1.62]; 1
[1.78, 1.62]; 1
[1.8, 1.62]; 1
[1.82, 1.62]; 1
[1.84, 1.62]; 1
[1.86, 1.62]; 1
[1.88, 1.62]; 1
[1.9, 1.62]; 0
[1.92, 1.62]; 0
[1.94, 1.62]; 0
[1.96, 1.62]; 0
[1.98, 1.62]; 0
[2.0, 1.62]; 0
[0.0, 1.65]; 0
[0.02, 1.65]; 0
[0.04, 1.65]; 0
[0.06, 1.65]; 0
[0.08, 1.65]; 0
[0.1, 1.65]; 0
[0.12, 1.65]; 0
[0.14, 1.65]; 0
[0.16, 1.65]; 0
[0.18, 1.65]; 0
[0.2, 1.65]; 0
[0.22, 1.65]; 0
[0.24, 1.65]; 0
[0.26, 1.65]; 0
[0.28, 1.65]; 0
[0.3, 1.65]; 0
[0.32, 1.65]; 0
[0.34, 1.65]; 0
[0.36, 1.65]; 0
[0.38, 1.65]; 0
[0.4, 1.65]; 0
[0.42, 1.65]; 0
[0.44, 1.65]; 0
[0.46, 1.65]; 0
[0.48, 1.65]; 0
[0.5, 1.65]; 0
[0.52, 1.65]; 0
[0.54, 1.65]; 0
[0.56, 1.65]; 0
[0.58, 1.65]; 0
[0.6, 1.65]; 0
[0.62, 1.65]; 0
[0.64, 1.65]; 0
[0.66, 1.65]; 0
[0.68, 1.65]; 0
[0.7, 1.65]; 0
[0.72, 1.65]; 0
[0.74, 1.65]; 0
[0.76, 1.65]; 0
[0.78, 1.65]; 0
[0.8, 1.65]; 0
[0.82, 1.65]; 0
[0.84, 1.65]; 0
[0.86, 1.65]; 0
[0.88, 1.65]; 0
[0.9, 1.65]; 0
[0.92, 1.65]; 0
[0.94, 1.65]; 0
[0.96, 1.65]; 0
[0.98, 1.65]; 0
[1.0, 1.65]; 0
[1.02, 1.65]; 1
[1.04, 1.65]; 1
[1.06, 1.65]; 1
[1.08, 1.65]; 1
[1.1, 1.65]; 1
[1.12, 1.65]; 1
[1.14, 1.65]; 1
[1.16, 1.65]; 1
[1.18, 1.65]; 1
[1.2, 1.65]; 1
[1.22, 1.65]; 1
[1.24, 1.65]; 1
[1.26, 1.65]; 1
[1.28, 1.65]; 1
[1.3, 1.65]; 1
[1.32, 1.65]; 1
[1.34, 1.65]; 1
[1.36, 1.65]; 1
[1.38, 1.65]; 1
[1.4, 1.65]; 1
[1.42, 1.65]; 1
[1.44, 1.65]; 1
[1.46, 1.65]; 1
[1.48, 1.65]; 1
[1.5, 1.65]; 1
[1.52, 1.65]; 1
[1.54, 1.65]; 1
[1.56, 1.65]; 1
[1.58, 1.65]; 1
[1.6, 1.65]; 1
[1.62, 1.65]; 1
[1.64, 1.65]; 1
[1.66, 1.65]; 1
[1.68, 1.65]; 1
[1.7, 1.65]; 1
[1.72, 1.65]; 1
[1.74, 1.65]; 1
[1.76, 1.65]; 1
[1.78, 1.65]; 1
[1.8, 1.65]; 1
[1.82, 1.65]; 1
[1.84, 1.65]; 1
[1.86, 1.65]; 1
[1.88, 1.65]; 1
[1.9, 1.65]; 1
[1.92, 1.65]; 0
[1.94, 1.65]; 0
[1.96, 1.65]; 0
[1.98, 1.65]; 0
[2.0, 1.65]; 0
[0.0, 1.68]; 0
[0.02, 1.68]; 0
[0.04, 1.68]; 0
[0.06, 1.68]; 0
[0.08, 1.68]; 0
[0.1, 1.68]; 0
[0.12, 1.68]; 0
[0.14, 1.68]; 0
[0.16, 1.68]; 0
[0.18, 1.68]; 0
[0.2, 1.68]; 0
[0.22, 1.68]; 0
[0.24, 1.68]; 0
[0.26, 1.68]; 0
[0.28, 1.68]; 0
[0.3, 1.68]; 0
[0.32, 1.68]; 0
[0.34, 1.68]; 0
[0.36, 1.68]; 0
[0.38, 1.68]; 0
[0.4, 1.68]; 0
[0.42, 1.68]; 0
[0.44, 1.68]; 0
[0.46, 1.68]; 0
[0.48, 1.68]; 0
[0.5, 1.68]; 0
[0.52, 1.68]; 0
[0.54, 1.68]; 0
[0.56, 1.68]; 0
[0.58, 1.68]; 0
[0.6, 1.68]; 0
[0.62, 1.68]; 0
[0.64, 1.68]; 0
[0.66, 1.68]; 0
[0.68, 1.68]; 0
[0.7, 1.68]; 0
[0.72, 1.68]; 0
[0.74, 1.68]; 0
[0.76, 1.68]; 0
[0.78, 1.68]; 0
[0.8, 1.68]; 0
[0.82, 1.68]; 0
[0.84, 1.68]; 0
[0.86, 1.68]; 0
[0.88, 1.68]; 0
[0.9, 1.68]; 0
[0.92, 1.68]; 0
[0.94, 1.68]; 0
[0.96, 1.68]; 0
[0.98, 1.68]; 0
[1.0, 1.68]; 0
[1.02, 1.68]; 0
[1.04, 1.68]; 1
[1.06, 1.68]; 1
[1.08, 1.68]; 1
[1.1, 1.68]; 1
[1.12, 1.68]; 1
[1.14, 1.68]; 1
[1.16, 1.68]; 1
[1.18, 1.68]; 1
[1.2, 1.68]; 1
[1.22, 1.68]; 1
[1.24, 1.68]; 1
[1.26, 1.68]; 1
[1.28, 1.68]; 1
[1.3, 1.68]; 1
[1.32, 1.68]; 1
[1.34, 1.68]; 1
[1.36, 1.68]; 1
[1.38, 1.68]; 1
[1.4, 1.68]; 1
[1.42, 1.68]; 1
[1.44, 1.68]; 1
[1.46, 1.68]; 1
[1.48, 1.68]; 1
[1.5, 1.68]; 1
[1.52, 1.68]; 1
[1.54, 1.68]; 1
[1.56, 1.68]; 1
[1.58, 1.68]; 1
[1.6, 1.68]; 1
[1.62, 1.68]; 1
[1.64, 1.68]; 1
[1.66, 1.68]; 1
[1.68, 1.68]; 1
[1.7, 1.68]; 1
[1.72, 1.68]; 1
[1.74, 1.68]; 1
[1.76, 1.68]; 1
[1.78, 1.68]; 1
[1.8, 1.68]; 1
[1.82, 1.68]; 1
[1.84, 1.68]; 1
[1.86, 1.68]; 1
[1.88, 1.68]; 1
[1.9, 1.68]; 1
[1.92, 1.68]; 0
[1.94, 1.68]; 0
[1.96, 1.68]; 0
[1.98, 1.68]; 0
[2.0, 1.68]; 0
[0.0, 1.71]; 0
[0.02, 1.71]; 0
[0.04, 1.71]; 0
[0.06, 1.71]; 0
[0.08, 1.71]; 0
[0.1, 1.71]; 0
[0.12, 1.71]; 0
[0.14, 1.71]; 0
[0.16, 1.71]; 0
[0.18, 1.71]; 0
[0.2, 1.71]; 0
[0.22, 1.71]; 0
[0.24, 1.71]; 0
[0.26, 1.71]; 0
[0.28, 1.71]; 0
[0.3, 1.71]; 0
[0.32, 1.71]; 0
[0.34, 1.71]; 0
[0.36, 1.71]; 0
[0.38, 1.71]; 0
[0.4, 1.71]; 0
[0.42, 1.71]; 0
[0.44, 1.71]; 0
[0.46, 1.71]; 0
[0.48, 1.71]; 0
[0.5, 1.71]; 0
[0.52, 1.71]; 0
[0.54, 1.71]; 0
[0.56, 1.71]; 0
[0.58, 1.71]; 0
[0.6, 1.71]; 0
[0.62, 1.71]; 0
[0.64, 1.71]; 0
[0.66, 1.71]; 0
[0.68, 1.71]; 0
[0.7, 1.71]; 0
[0.72, 1.71]; 0
[0.74, 1.71]; 0
[0.76, 1.71]; 0
[0.78, 1.71]; 0
[0.8, 1.71]; 0
[0.82, 1.71]; 0
[0.84, 1.71]; 0
[0.86, 1.71]; 0
[0.88, 1.71]; 0
[0.9, 1.71]; 0
[0.92, 1.71]; 0
[0.94, 1.71]; 0
[0.96, 1.71]; 0
[0.98, 1.71]; 0
[1.0, 1.71]; 0
[1.02, 1.71]; 0
[1.04, 1.71]; 0
[1.06, 1.71]; 1
[1.08, 1.71]; 1
[1.1, 1.71]; 1
[1.12, 1.71]; 1
[1.14, 1.71]; 1
[1.16, 1.71]; 1
[1.18, 1.71]; 1
[1.2, 1.71]; 1
[1.22, 1.71]; 1
[1.24, 1.71]; 1
[1.26, 1.71]; 1
[1.28, 1.71]; 1
[1.3, 1.71]; 1
[1.32, 1.71]; 1
[1.34, 1.71]; 1
[1.36, 1.71]; 1
[1.38, 1.71]; 1
[1.4, 1.71]; 1
[1.42, 1.71]; 1
[1.44, 1.71]; 1
[1.46, 1.71]; 1
[1.48, 1.71]; 1
[1.5, 1.71]; 1
[1.52, 1.71]; 1
[1.54, 1.71]; 1
[1.56, 1.71]; 1
[1.58, 1.71]; 1
[1.6, 1.71]; 1
[1.62, 1.71]; 1
[1.64, 1.71]; 1
[1.66, 1.71]; 1
[1.68, 1.71]; 1
[1.7, 1.71]; 1
[1.72, 1.71]; 1
[1.74, 1.71]; 1
[1.76, 1.71]; 1
[1.78, 1.71]; 1
[1.8, 1.71]; 1
[1.82, 1.71]; 1
[1.84, 1.71]; 1
[1.86, 1.71]; 1
[1.88, 1.71]; 1
[1.9, 1.71]; 1
[1.92, 1.71]; 1
[1.94, 1.71]; 0
[1.96, 1.71]; 0
[1.98, 1.71]; 0
[2.0, 1.71]; 0
[0.0, 1.74]; 0
[0.02, 1.74]; 0
[0.04, 1.74]; 0
[0.06, 1.74]; 0
[0.08, 1.74]; 0
[0.1, 1.74]; 0
[0.12, 1.74]; 0
[0.14, 1.74]; 0
[0.16, 1.74]; 0
[0.18, 1.74]; 0
[0.2, 1.74]; 0
[0.22, 1.74]; 0
[0.24, 1.74]; 0
[0.26, 1.74]; 0
[0.28, 1.74]; 0
[0.3, 1.74]; 0
[0.32, 1.74]; 0
